Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	Source_batch	form	Quality
T2109199141_metabat2_bins_bin.1	63.86	0.2	Neural Network (Specific Model)	11	0.846	14207	283.44914675767916	1470813	0.32	1465	147	36335	None	HSMG_3	HSMG	
T2109199157_maxbin2_bins_bin.0	58.22	1.19	Neural Network (Specific Model)	11	0.856	23054	307.0817270624518	1394281	0.48	1297	132	60762	None	HSMG_3	HSMG	
T2109199159_metabat2_bins_bin.1	53.03	0.65	Neural Network (Specific Model)	11	0.935	6620	280.29761904761904	1054880	0.66	1176	177	22605	None	HSMG_3	HSMG	
T2109199160_concoct_bins_bin.7	72.41	6.15	Gradient Boost (General Model)	11	0.842	1522	187.7410824108241	2166621	0.44	3252	1369	7862	None	HSMG_3	HSMG	
T2109199164_metabat2_bins_bin.14	57.83	0.01	Neural Network (Specific Model)	11	0.891	124175	350.0933113129645	1426128	0.71	1211	17	237369	None	HSMG_3	HSMG	
T2109199164_metabat2_bins_bin.15	68.65	0.48	Neural Network (Specific Model)	11	0.902	23992	306.6723611958511	1667926	0.6	1639	106	62940	None	HSMG_3	HSMG	
T2109199169_metabat2_bins_bin.21	73.31	0.04	Neural Network (Specific Model)	11	0.838	6982	262.9607010090281	1769860	0.32	1883	310	27485	None	HSMG_3	HSMG	
T2109199171_metabat2_bins_bin.17	66.53	0.01	Gradient Boost (General Model)	11	0.848	114877	289.2549019607843	938606	0.32	918	11	244268	None	HSMG_3	HSMG	
T2109199175_metabat2_bins_bin.7	65.05	0.08	Neural Network (Specific Model)	11	0.868	11479	315.915625	1396561	0.49	1280	143	42017	None	HSMG_3	HSMG	
T2109199176_metabat2_bins_bin.34	64.79	1	Neural Network (Specific Model)	11	0.892	12507	314.68585131894486	1763308	0.71	1668	206	45023	None	HSMG_3	HSMG	
T2109199179_maxbin2_bins_bin.15	60.4	0.89	Neural Network (Specific Model)	11	0.879	34520	297.43042226487523	2112015	0.39	2084	137	115886	None	HSMG_3	HSMG	
T2109199182_metabat2_bins_bin.1	91.41	0.13	Neural Network (Specific Model)	11	0.89	66423	318.7266278185964	4235160	0.6	3947	98	219950	None	HSMG_3	HSMG	HQ
T2109199184_metabat2_bins_bin.18	74.48	0.01	Neural Network (Specific Model)	11	0.863	193975	283.81424657534245	3596533	0.36	3650	32	289152	None	HSMG_3	HSMG	
T2109199186_maxbin2_bins_bin.14	66.44	4.62	Neural Network (Specific Model)	11	0.883	3630	243.52596741344195	1621401	0.36	1964	557	16077	None	HSMG_3	HSMG	
T2109199191_metabat2_bins_bin.37	51.22	0	Neural Network (Specific Model)	11	0.863	183179	286.0864864864865	2572945	0.36	2590	25	300648	Low confidence prediction - substantial (27%) disagreement between completeness prediction models	HSMG_3	HSMG	
T2109199194_metabat2_bins_bin.3	80.28	1.79	Neural Network (Specific Model)	11	0.865	23739	323.4470948012232	1831224	0.64	1635	116	70954	None	HSMG_3	HSMG	
T2109199197_concoct_bins_bin.4	71.38	4.83	Neural Network (Specific Model)	11	0.838	2698	212.63529856386998	4018331	0.36	5292	1628	92255	None	HSMG_3	HSMG	
T2109199200_metabat2_bins_bin.21	53.44	0.43	Neural Network (Specific Model)	11	0.91	9798	299.9507042253521	1121106	0.6	1136	137	31895	None	HSMG_3	HSMG	
T2109199201_concoct_bins_bin.25	50.49	1.5	Neural Network (Specific Model)	11	0.872	1850	226.33140208574738	1341467	0.44	1726	740	16231	None	HSMG_3	HSMG	
T2109199203_maxbin2_bins_bin.11	67.8	5.88	Neural Network (Specific Model)	11	0.861	3463	249.80536292186778	1880897	0.44	2163	665	11732	None	HSMG_3	HSMG	
T2109199210_maxbin2_bins_bin.19	82.79	3.67	Neural Network (Specific Model)	11	0.87	20114	314.47421131697547	2160229	0.64	1997	238	98723	None	HSMG_3	HSMG	
T2109199210_metabat2_bins_bin.11	72.58	0.6	Neural Network (Specific Model)	11	0.868	25052	327.19450317124733	1601453	0.64	1419	98	98723	None	HSMG_3	HSMG	
T2109199211_maxbin2_bins_bin.12	59.98	1.17	Neural Network (Specific Model)	11	0.901	2429	249.3549295774648	1470152	0.72	1775	661	11054	None	HSMG_3	HSMG	
T2109199212_metabat2_bins_bin.24	82.16	1.39	Neural Network (Specific Model)	11	0.908	12934	295.89195910472506	3534317	0.65	3619	388	60529	None	HSMG_3	HSMG	
T2109199213_maxbin2_bins_bin.3	60.16	2.75	Neural Network (Specific Model)	11	0.832	8728	251.4541688244433	1747671	0.33	1931	380	41267	None	HSMG_3	HSMG	
T2109199214_concoct_bins_bin.30	59.74	1.05	Neural Network (Specific Model)	11	0.854	3216	226.89189914163092	2966393	0.36	3728	1019	15624	None	HSMG_3	HSMG	
T2109199214_metabat2_bins_bin.19	68.3	0.69	Neural Network (Specific Model)	11	0.905	25054	314.8795721187025	3020342	0.56	2898	168	111609	None	HSMG_3	HSMG	
T2109199218_metabat2_bins_bin.33	50.26	0	Neural Network (Specific Model)	11	0.874	28712	306.021582733813	1604862	0.39	1529	84	116089	None	HSMG_3	HSMG	
T2108173914_concoct_bins_bin.113	74.06	1.87	Gradient Boost (General Model)	11	0.908	5487	274.06579634464754	1729183	0.57	1915	401	21711	None	HSMG_3	HSMG	
T2108173914_concoct_bins_bin.41	79.95	1.64	Neural Network (Specific Model)	11	0.822	3785	259.47664835164835	2754306	0.42	2912	892	25528	None	HSMG_3	HSMG	
T2108173914_concoct_bins_bin.71	69.46	2.99	Neural Network (Specific Model)	11	0.915	4162	250.53387903592542	1802007	0.63	2199	545	20124	None	HSMG_3	HSMG	
T2108173914_maxbin2_bins_bin.60	100	9.16	Neural Network (Specific Model)	11	0.855	23172	267.23827439177325	3728492	0.45	3987	396	198028	None	HSMG_3	HSMG	
T2108173914_metabat2_bins_bin.21	72	2.88	Neural Network (Specific Model)	11	0.915	27763	311.52166064981947	1694715	0.64	1662	98	116457	None	HSMG_3	HSMG	
T2108173914_metabat2_bins_bin.42	54.45	2.95	Neural Network (Specific Model)	11	0.875	6393	290.5050287356322	1383189	0.65	1392	285	24529	None	HSMG_3	HSMG	
T2108173934_metabat2_bins_bin.112	62.49	1.44	Neural Network (Specific Model)	11	0.901	15422	324.2256169212691	917577	0.47	851	83	50676	None	HSMG_3	HSMG	
T2108173934_metabat2_bins_bin.147	67	3.52	Neural Network (Specific Model)	11	0.856	7581	252.37564766839378	1704245	0.55	1930	290	27597	None	HSMG_3	HSMG	
T2108173934_metabat2_bins_bin.42	70.13	6.87	Gradient Boost (General Model)	4	0.891	6353	275.9127155172414	860500	0.36	928	162	33655	None	HSMG_3	HSMG	
T2108173936_maxbin2_bins_bin.32	84.66	5.51	Neural Network (Specific Model)	11	0.835	28959	311.2884703720717	2432030	0.59	2177	276	107950	None	HSMG_3	HSMG	
T2108173977_maxbin2_bins_bin.50	74.17	7.22	Neural Network (Specific Model)	11	0.931	5201	267.7286019385576	5234848	0.67	6087	1413	24376	None	HSMG_3	HSMG	
T2108173977_metabat2_bins_bin.46	73.85	4.62	Neural Network (Specific Model)	11	0.868	5043	285.22998296422486	1733240	0.65	1761	409	19491	None	HSMG_3	HSMG	
T2108173978_metabat2_bins_bin.14	78.52	3.82	Gradient Boost (General Model)	11	0.873	8360	272.83456790123455	1895300	0.37	2025	340	39426	None	HSMG_3	HSMG	
T2108173978_metabat2_bins_bin.20	81.11	2.53	Neural Network (Specific Model)	11	0.863	7556	298.72088940901114	1771644	0.64	1709	301	32694	None	HSMG_3	HSMG	
T2108174063_concoct_bins_bin.88	71.88	3.8	Gradient Boost (General Model)	11	0.924	6002	273.4758543833581	2386187	0.61	2692	457	40069	None	HSMG_3	HSMG	
T2108174063_metabat2_bins_bin.30	63.27	0.52	Neural Network (Specific Model)	11	0.867	83815	297.65874730021596	1429054	0.35	1389	33	203477	None	HSMG_3	HSMG	
T2108174065_concoct_bins_bin.80	68.36	5.69	Gradient Boost (General Model)	11	0.899	4604	251.78930817610063	1332023	0.31	1590	366	21217	None	HSMG_3	HSMG	
T2108174067_concoct_bins_bin.114	87.55	6.31	Neural Network (Specific Model)	11	0.895	10951	271.8671215074724	2795929	0.6	3078	384	57901	None	HSMG_3	HSMG	
T2108174078_concoct_bins_bin.25	86.9	11.82	Neural Network (Specific Model)	11	0.887	5286	247.6895654436638	3210124	0.66	3843	778	34837	None	HSMG_3	HSMG	
T2108174094_metabat2_bins_bin.20	75.38	3.82	Neural Network (Specific Model)	11	0.874	4149	277.1354228267297	1605744	0.65	1691	439	22073	None	HSMG_3	HSMG	
T2108174095_metabat2_bins_bin.28	58.35	3.71	Neural Network (Specific Model)	11	0.861	4150	246.15149863760217	1570697	0.37	1835	431	17245	None	HSMG_3	HSMG	
T2108174096_concoct_bins_bin.87	70.9	3.36	Gradient Boost (General Model)	11	0.904	3688	251.45043246839654	1250864	0.36	1503	395	17777	None	HSMG_3	HSMG	
T2108174096_metabat2_bins_bin.16	96.04	0.02	Gradient Boost (General Model)	11	0.862	114526	308.42832469775476	1240563	0.38	1158	17	383837	None	HSMG_3	HSMG	HQ
T2108174098_metabat2_bins_bin.118	75.78	2.73	Neural Network (Specific Model)	11	0.882	6768	269.74542171782304	3552911	0.65	3877	679	41173	None	HSMG_3	HSMG	
T2108174098_metabat2_bins_bin.37	94.53	4.48	Gradient Boost (General Model)	4	0.89	21868	317.9519906323185	914400	0.35	854	54	70969	None	HSMG_3	HSMG	HQ
T2108174098_metabat2_bins_bin.53	90.49	1.12	Neural Network (Specific Model)	11	0.885	34278	291.21347402597405	2422792	0.6	2464	122	78933	None	HSMG_3	HSMG	HQ
T2108174098_metabat2_bins_bin.58	73.63	7.55	Gradient Boost (General Model)	11	0.884	4572	286.68287599861065	2795890	0.66	2879	728	34686	None	HSMG_3	HSMG	
T2108174098_metabat2_bins_bin.85	70.24	2.22	Neural Network (Specific Model)	11	0.913	9630	282.6478511866581	1444341	0.32	1559	225	42112	None	HSMG_3	HSMG	
T2108174098_metabat2_bins_bin.91	58.67	0	Neural Network (Specific Model)	11	0.907	173671	344.61433087460483	1079924	0.57	949	8	453182	None	HSMG_3	HSMG	
T2108174098_metabat2_bins_bin.95	56.07	1.53	Neural Network (Specific Model)	11	0.859	65513	374.8107394366197	1486104	0.4	1136	33	187071	None	HSMG_3	HSMG	
T2108174100_concoct_bins_bin.54	60.61	0.89	Gradient Boost (General Model)	11	0.901	1748	239.13065693430656	1089201	0.57	1370	642	7299	None	HSMG_3	HSMG	
T2108174100_metabat2_bins_bin.78	75.54	2	Neural Network (Specific Model)	11	0.882	7584	283.4977019041366	1466789	0.39	1523	238	33772	None	HSMG_3	HSMG	
T2108174101_maxbin2_bins_bin.93	86.54	1.96	Gradient Boost (General Model)	11	0.92	6414	277.44565733270053	1902350	0.63	2107	463	26736	None	HSMG_3	HSMG	
T2108174101_metabat2_bins_bin.23	81.52	0.39	Neural Network (Specific Model)	11	0.844	109238	285.0942507068803	2147028	0.33	2122	28	322597	None	HSMG_3	HSMG	
T2108174101_metabat2_bins_bin.26	81.94	2.01	Gradient Boost (General Model)	11	0.914	5339	264.1224078341014	3004790	0.65	3472	689	32555	None	HSMG_3	HSMG	
T2108174101_metabat2_bins_bin.9	79.09	0.01	Neural Network (Specific Model)	11	0.92	21060	313.2520193861066	1892403	0.73	1857	141	71896	None	HSMG_3	HSMG	
T2108174102_concoct_bins_bin.59	77.4	2.44	Neural Network (Specific Model)	11	0.899	6333	273.6554004408523	1239314	0.39	1361	266	35050	None	HSMG_3	HSMG	
T2108174102_concoct_bins_bin.66	64.54	5.31	Gradient Boost (General Model)	11	0.884	2130	244.4962205424633	1861192	0.48	2249	928	16133	None	HSMG_3	HSMG	
T2108174102_metabat2_bins_bin.142	52.45	0.08	Neural Network (Specific Model)	11	0.921	94057	312.4199318568995	1192481	0.6	1174	43	242967	None	HSMG_3	HSMG	
T2108174102_metabat2_bins_bin.15	49.63	0.28	Neural Network (Specific Model)	11	0.92	26568	286.1677685950413	1127280	0.38	1210	94	76388	None	HSMG_3	HSMG	
T2108174102_metabat2_bins_bin.56	74.74	0.08	Gradient Boost (General Model)	11	0.88	27429	321.6168	1369242	0.37	1250	66	87901	None	HSMG_3	HSMG	
T2108174103_concoct_bins_bin.109	90.74	2.58	Gradient Boost (General Model)	11	0.916	4106	251.50232685464002	3001948	0.65	3653	885	41383	None	HSMG_3	HSMG	HQ
T2108174103_concoct_bins_bin.122	89.47	6.48	Neural Network (Specific Model)	11	0.918	13613	307.25335803612785	2162946	0.6	2159	329	86323	None	HSMG_3	HSMG	
T2108174103_concoct_bins_bin.170	71.22	6.84	Gradient Boost (General Model)	11	0.841	2014	236.439925198691	1802574	0.44	2139	956	8294	None	HSMG_3	HSMG	
T2108174103_maxbin2_bins_bin.6	81.98	5.57	Neural Network (Specific Model)	11	0.894	4486	271.6490467937608	2099482	0.71	2308	638	21946	None	HSMG_3	HSMG	
T2108174103_metabat2_bins_bin.13	70.36	9.11	Neural Network (Specific Model)	11	0.906	2954	245.04614315496872	5824131	0.62	7195	2013	27943	None	HSMG_3	HSMG	
T2108174103_metabat2_bins_bin.20	87.14	6.18	Neural Network (Specific Model)	11	0.902	8920	292.6403318903319	2692553	0.73	2772	418	53417	None	HSMG_3	HSMG	
T2108174104_concoct_bins_bin.33	90.92	6.62	Neural Network (Specific Model)	11	0.857	3952	263.33264291632145	2219538	0.64	2414	700	24047	None	HSMG_3	HSMG	
T2108174106_concoct_bins_bin.63	81.24	3.64	Neural Network (Specific Model)	11	0.909	6067	265.1740925885677	4018147	0.61	4601	820	25211	None	HSMG_3	HSMG	
T2108174107_metabat2_bins_bin.20	45.62	1.61	Neural Network (Specific Model)	11	0.87	4903	281.1246431969553	1018053	0.57	1051	224	18092	None	HSMG_3	HSMG	
T2108174110_maxbin2_bins_bin.11	94.38	5.68	Neural Network (Specific Model)	11	0.903	18024	304.32953063885265	3097161	0.69	3068	363	85182	None	HSMG_3	HSMG	
T2108174110_metabat2_bins_bin.24	80.8	0.9	Neural Network (Specific Model)	11	0.914	19029	313.70391378332386	1812046	0.6	1763	155	63174	None	HSMG_3	HSMG	
T2108174111_metabat2_bins_bin.27	49.11	2.15	Neural Network (Specific Model)	11	0.861	3710	239.1309851403412	1512271	0.42	1817	445	10760	None	HSMG_3	HSMG	
T2108174111_metabat2_bins_bin.55	82.68	6.17	Neural Network (Specific Model)	11	0.85	6895	249.30300601202404	2189970	0.31	2495	410	55207	None	HSMG_3	HSMG	
T2108174111_metabat2_bins_bin.57	80.76	0.71	Neural Network (Specific Model)	11	0.878	39209	310.58780127889816	2153380	0.6	2033	89	147790	None	HSMG_3	HSMG	
T2108174111_metabat2_bins_bin.8	87.97	3.81	Neural Network (Specific Model)	11	0.91	35331	322.809613218175	2829541	0.69	2663	136	221441	None	HSMG_3	HSMG	
T2108174113_concoct_bins_bin.86	91.69	8.54	Neural Network (Specific Model)	11	0.835	7754	273.62495230827926	2574843	0.51	2621	445	28711	None	HSMG_3	HSMG	
T2108174113_maxbin2_bins_bin.11	69.51	8	Gradient Boost (General Model)	11	0.858	2189	213.39441860465115	1598207	0.63	2150	790	11906	None	HSMG_3	HSMG	
T2108174114_metabat2_bins_bin.17	67.89	2.83	Neural Network (Specific Model)	11	0.875	3830	273.97124183006537	1435126	0.65	1530	412	16769	None	HSMG_3	HSMG	
T2108174115_maxbin2_bins_bin.68	50.24	1.95	Neural Network (Specific Model)	11	0.863	2572	235.19285182427402	1095990	0.49	1343	492	20418	None	HSMG_3	HSMG	
T2108174117_concoct_bins_bin.7	76.7	3.51	Gradient Boost (General Model)	11	0.902	2331	230.8235294117647	1378564	0.38	1802	637	11225	None	HSMG_3	HSMG	
T2108174118_concoct_bins_bin.32	75.15	5.87	Gradient Boost (General Model)	11	0.883	3552	230.31816661090664	2330728	0.55	2989	794	19793	None	HSMG_3	HSMG	
T2108174119_metabat2_bins_bin.43	65.45	3.09	Neural Network (Specific Model)	11	0.875	4075	278.525296689569	1525803	0.65	1601	416	14806	None	HSMG_3	HSMG	
T2108174120_metabat2_bins_bin.10	86.18	0.77	Neural Network (Specific Model)	11	0.888	14210	301.1915306915307	2614153	0.7	2574	300	60814	None	HSMG_3	HSMG	
T2108174123_concoct_bins_bin.14	58.94	8.14	Gradient Boost (General Model)	11	0.857	2597	236.46060113728677	2031845	0.65	2462	873	9615	None	HSMG_3	HSMG	
T2108174123_concoct_bins_bin.171	84.44	2.91	Neural Network (Specific Model)	11	0.903	4131	259.9105691056911	2225385	0.59	2583	642	21795	None	HSMG_3	HSMG	
T2108174123_metabat2_bins_bin.107	83.15	0.08	Neural Network (Specific Model)	11	0.902	21887	306.2946616225305	2416448	0.45	2379	171	68011	None	HSMG_3	HSMG	
T2108174124_metabat2_bins_bin.32	62.69	4.25	Neural Network (Specific Model)	11	0.888	4372	279.3587512794268	1840232	0.72	1954	482	28554	None	HSMG_3	HSMG	
T2108174124_metabat2_bins_bin.36	68.6	9.5	Neural Network (Specific Model)	11	0.905	4244	261.63667961562055	4231938	0.65	4891	1130	24104	None	HSMG_3	HSMG	
T2108174126_metabat2_bins_bin.36	75.5	3.19	Neural Network (Specific Model)	11	0.902	19859	318.2013366750209	1264374	0.39	1197	98	90530	None	HSMG_3	HSMG	
T2108174126_metabat2_bins_bin.98	69.61	3.98	Neural Network (Specific Model)	11	0.859	12857	275.37946943483274	1664698	0.37	1734	185	72760	None	HSMG_3	HSMG	
T2108174127_concoct_bins_bin.79	57.06	1.06	Neural Network (Specific Model)	11	0.891	2595	275.7321613236815	896560	0.44	967	387	10161	None	HSMG_3	HSMG	
T2108174127_maxbin2_bins_bin.74	73.41	4.1	Neural Network (Specific Model)	11	0.909	19487	304.28034455755676	1278762	0.34	1277	111	62680	None	HSMG_3	HSMG	
T2108174127_metabat2_bins_bin.16	78.97	1.39	Neural Network (Specific Model)	11	0.921	10987	313.2198303979126	3122127	0.67	3066	387	49091	None	HSMG_3	HSMG	
T2108174128_maxbin2_bins_bin.49	87.63	6.51	Gradient Boost (General Model)	11	0.862	10381	298.0959155575952	4512479	0.66	4358	767	38655	None	HSMG_3	HSMG	
T2108174129_metabat2_bins_bin.4	51.48	0.72	Neural Network (Specific Model)	11	0.875	4616	261.11539931218954	2338990	0.56	2617	585	27511	None	HSMG_3	HSMG	
T2108174131_concoct_bins_bin.149	55.3	2.83	Gradient Boost (General Model)	11	0.924	2726	240.70606060606062	1025458	0.4	1320	429	10016	None	HSMG_3	HSMG	
T2108174131_maxbin2_bins_bin.87	71.69	3.88	Neural Network (Specific Model)	11	0.892	6084	272.9168067226891	2182085	0.41	2380	550	31988	None	HSMG_3	HSMG	
T2108174131_metabat2_bins_bin.8	83.14	0.21	Neural Network (Specific Model)	11	0.906	47038	317.507202680067	3131875	0.67	2985	100	172861	None	HSMG_3	HSMG	
T2108174133_concoct_bins_bin.37	72.21	1.56	Neural Network (Specific Model)	11	0.859	2918	249.3433943592281	1755008	0.64	2021	715	11213	None	HSMG_3	HSMG	
T2108174133_maxbin2_bins_bin.71	86.66	10.06	Gradient Boost (General Model)	11	0.873	2332	236.50394265232975	2263006	0.45	2790	1040	13736	None	HSMG_3	HSMG	
T2108174133_metabat2_bins_bin.100	83.12	1.62	Neural Network (Specific Model)	11	0.881	11120	279.9047333732774	3175494	0.65	3338	391	33857	None	HSMG_3	HSMG	
T2108174133_metabat2_bins_bin.23	60.93	2.37	Gradient Boost (General Model)	11	0.906	5436	281.9315555555556	1046952	0.35	1125	226	21459	None	HSMG_3	HSMG	
T2108174133_metabat2_bins_bin.28	55.17	1.66	Neural Network (Specific Model)	11	0.9	14064	306.35897435897436	1072609	0.57	1053	99	52235	None	HSMG_3	HSMG	
T2108174133_metabat2_bins_bin.53	65.8	2.97	Neural Network (Specific Model)	11	0.908	20774	322.3948995363215	1374618	0.35	1294	90	70032	None	HSMG_3	HSMG	
T2108174133_metabat2_bins_bin.84	52.66	0.02	Neural Network (Specific Model)	11	0.866	127136	354.6069868995633	1404976	0.48	1145	20	212428	None	HSMG_3	HSMG	
T2108174133_metabat2_bins_bin.93	80.44	4.86	Neural Network (Specific Model)	11	0.866	44966	301.23058485139023	2169881	0.6	2086	84	170157	None	HSMG_3	HSMG	
T2108174134_concoct_bins_bin.34	94.81	4.08	Neural Network (Specific Model)	11	0.816	10947	264.5698384201077	2705429	0.32	2785	450	46860	None	HSMG_3	HSMG	HQ
T2108174134_metabat2_bins_bin.2	85.38	0.2	Neural Network (Specific Model)	11	0.837	12307	281.3063231850117	2149490	0.32	2135	260	46860	None	HSMG_3	HSMG	
T2108174135_maxbin2_bins_bin.71	76	11.09	Neural Network (Specific Model)	11	0.899	11119	283.5222482435597	3224529	0.71	3416	582	39487	None	HSMG_3	HSMG	
T2108174135_metabat2_bins_bin.110	80.49	0.54	Gradient Boost (General Model)	11	0.92	322347	326.5693677102517	3463078	0.68	3258	23	661811	None	HSMG_3	HSMG	
T2108174135_metabat2_bins_bin.128	74.26	1.13	Gradient Boost (General Model)	11	0.88	32634	346.98697829716195	3536956	0.6	2995	179	101046	None	HSMG_3	HSMG	
T2108174135_metabat2_bins_bin.137	91.35	2.21	Gradient Boost (General Model)	11	0.922	7628	279.7213597430407	3394993	0.63	3736	567	53590	None	HSMG_3	HSMG	HQ
T2108174135_metabat2_bins_bin.66	59.31	1.17	Neural Network (Specific Model)	11	0.896	12533	303.78555304740405	2699291	0.68	2658	305	69579	None	HSMG_3	HSMG	
T2108174136_metabat2_bins_bin.25	61.32	1.74	Neural Network (Specific Model)	11	0.841	57705	286.7487012987013	1573098	0.33	1540	46	227519	None	HSMG_3	HSMG	
T2108174137_maxbin2_bins_bin.75	81.47	9.91	Neural Network (Specific Model)	11	0.889	3015	239.1993839835729	3924257	0.57	4870	1653	35601	None	HSMG_3	HSMG	
T2108174137_metabat2_bins_bin.28	81.33	0.53	Neural Network (Specific Model)	11	0.913	82857	323.5044760400211	2015442	0.66	1899	52	358025	None	HSMG_3	HSMG	
T2108174137_metabat2_bins_bin.31	88.54	6.19	Neural Network (Specific Model)	11	0.883	19023	297.7467849223947	2276201	0.6	2255	191	72907	None	HSMG_3	HSMG	
T2108174138_metabat2_bins_bin.19	100	0	Gradient Boost (General Model)	11	0.868	50788	305.74744027303757	1236054	0.38	1172	36	128657	None	HSMG_3	HSMG	HQ
T2108174140_metabat2_bins_bin.26	67.72	5.69	Neural Network (Specific Model)	11	0.88	4750	269.6051889452905	1626569	0.38	1773	403	32580	None	HSMG_3	HSMG	
T2108174142_concoct_bins_bin.121	72.61	0.93	Neural Network (Specific Model)	11	0.873	2885	264.6810865191147	1804511	0.39	1988	689	13583	None	HSMG_3	HSMG	
T2108174142_metabat2_bins_bin.38	53.44	0.95	Neural Network (Specific Model)	11	0.877	3194	229.38376383763838	1059897	0.3	1355	351	26323	None	HSMG_3	HSMG	
T2108174142_metabat2_bins_bin.59	66.38	6.52	Gradient Boost (General Model)	11	0.883	6206	282.26666666666665	1350438	0.37	1410	253	25399	None	HSMG_3	HSMG	
T2108174143_concoct_bins_bin.62	50.01	2.14	Neural Network (Specific Model)	11	0.877	1690	210.59589905362776	2278322	0.6	3170	1332	57449	None	HSMG_3	HSMG	
T2108174143_metabat2_bins_bin.3	55.79	1.55	Neural Network (Specific Model)	11	0.909	6234	269.9931506849315	909003	0.35	1022	188	19018	None	HSMG_3	HSMG	
T2108174143_metabat2_bins_bin.51	84.88	5.22	Neural Network (Specific Model)	11	0.894	7573	296.7998338870432	2394712	0.71	2408	427	36552	None	HSMG_3	HSMG	
T2108174144_concoct_bins_bin.28	71.32	2.59	Neural Network (Specific Model)	11	0.836	3693	269.20394736842104	2782402	0.71	2888	890	14211	None	HSMG_3	HSMG	
T2108174144_concoct_bins_bin.56	50.95	3.51	Gradient Boost (General Model)	11	0.924	1967	235.08883994126285	1037465	0.38	1362	553	6661	None	HSMG_3	HSMG	
